,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,Myatlevo,54.8969,35.6762,59.99,47,95,6.6,RU,1661135093
286,Sechura,-5.5569,-80.8222,68.97,68,91,16.84,PE,1661081278
287,Hadejia,12.4498,10.0444,78.73,66,68,8.57,NG,1661058530
288,Altamont,42.2068,-121.7372,94.89,18,8,5.01,US,1661088061
289,Sobolevo,54.4299,31.8996,55.47,74,99,7.78,RU,1661136079
290,Dingle,10.9995,122.6711,75.54,92,100,3.44,PH,1661117980
291,Santa Cruz de Tenerife,28.4682,-16.2546,88.92,34,0,5.75,ES,1661063865
292,Naze,28.3667,129.4833,81.52,83,36,14.07,JP,1661115313
293,Elizabeth City,36.2946,-76.2511,80.62,85,98,4.74,US,1661077676
294,Lindon,40.3433,-111.7208,89.33,35,31,4.0,US,1661085836
295,Seoul,37.5683,126.9778,78.24,91,40,4.61,KR,1661115215
296,Saint George,37.1041,-113.5841,93.63,35,75,21.85,US,1661086573
297,Carahue,-38.7,-73.1667,48.69,97,3,2.66,CL,1661081461
298,Lixouri,38.2019,20.4314,77.04,75,0,15.52,GR,1661140748
299,Sidi Ali,36.0998,0.4206,76.82,46,3,5.55,DZ,1661059281
300,Merauke,-8.4667,140.3333,77.68,77,92,13.06,ID,1661114740
301,Brigantine,39.4101,-74.3646,79.2,85,96,5.99,US,1661076951
302,Hong Kong,22.2855,114.1577,84.38,84,98,1.01,HK,1661119384
303,Kalianget,-7.05,113.9333,78.24,75,35,10.54,ID,1661121002
304,Saint-Joseph,-21.3667,55.6167,64.78,74,0,6.89,RE,1661135753
305,Umluj,25.0213,37.2685,86.58,55,0,5.1,SA,1661137672
306,Poços de Caldas,-21.7878,-46.5614,61.92,59,94,2.8,BR,1661073934
307,Ampanihy,-24.7,44.75,58.96,65,0,7.34,MG,1661138553
308,Port Blair,11.6667,92.75,82.44,83,75,9.22,IN,1661125126
309,Kiunga,-6.1219,141.2906,74.23,92,100,3.62,PG,1661114391
310,Ajdabiya,30.7554,20.2263,78.53,77,0,6.82,LY,1661141379
311,Comodoro Rivadavia,-45.8667,-67.5,55.26,54,0,8.05,AR,1661080756
312,Mossamedes,-15.1961,12.1522,63.63,95,36,7.74,AO,1661059479
313,Yining,29.0361,114.5636,80.55,71,95,2.68,CN,1661118849
314,Port Augusta,-32.5,137.7667,56.79,57,0,12.33,AU,1661116742
315,Paamiut,61.994,-49.6678,41.68,88,18,13.35,GL,1661067545
316,Half Moon Bay,37.4636,-122.4286,87.8,66,100,16.11,US,1661088666
317,Jumla,29.2747,82.1838,61.61,92,96,0.25,NP,1661126607
318,Iquique,-20.2208,-70.1431,59.04,77,9,3.42,CL,1661079500
319,Buin,-33.7333,-70.75,66.74,72,0,2.46,CL,1661080502
320,Bauchi,10.5,10.0,73.67,80,100,4.47,NG,1661145048
321,Malé,4.1748,73.5089,82.35,83,75,14.97,MV,1661130134
322,Terney,45.0503,136.6092,68.29,61,96,2.24,RU,1661112180
323,Mount Gambier,-37.8333,140.7667,49.91,93,100,9.22,AU,1661116415
324,Tunceli,39.1083,39.5471,76.32,22,8,6.17,TR,1661136077
325,Petropavlovsk-Kamchatskiy,53.0452,158.6483,59.59,100,75,2.24,RU,1661105844
326,Bilgrām,27.1833,80.0333,80.02,82,64,12.64,IN,1661127265
327,Vaitape,-16.5167,-151.75,78.42,71,90,17.67,PF,1661098870
328,Gladstone,-23.85,151.25,68.79,64,17,12.66,AU,1661112958
329,Hervey Bay,-25.2986,152.8535,65.95,69,20,11.27,AU,1661112660
330,Salalah,17.0151,54.0924,74.68,97,100,7.49,OM,1661134111
331,Tura,25.5198,90.2201,74.86,88,79,3.04,IN,1661124928
332,Luanda,-8.8368,13.2343,67.95,91,1,5.75,AO,1661145253
333,Balikpapan,-1.2675,116.8289,77.99,100,40,5.75,ID,1661120014
334,Constantine,36.365,6.6147,72.81,53,0,2.3,DZ,1661144220
335,Mehamn,71.0357,27.8492,66.15,82,75,14.97,NO,1661131688
336,Saint Paul Harbor,57.79,-152.4072,54.91,94,100,14.97,US,1661093237
337,Kutum,14.2,24.6667,75.61,61,32,7.23,SD,1661141330
338,Blairmore,49.6,-114.4353,73.27,32,99,5.64,CA,1661085457
339,Matara,5.9485,80.5353,77.25,90,100,13.06,LK,1661128357
340,Deputatsky,69.3,139.9,54.39,72,83,2.26,RU,1661105752
341,Baruun-Urt,46.6806,113.2792,46.87,70,4,10.83,MN,1661117600
342,Neiafu,-18.65,-173.9833,74.66,70,14,1.41,TO,1661190678
343,Kununurra,-15.7667,128.7333,60.78,55,11,3.44,AU,1661117905
344,Ust-Tsilma,65.441,52.1498,55.65,65,15,3.49,RU,1661128559
345,Padilla,3.2204,-76.3139,78.37,85,96,0.38,CO,1661079745
346,Manubul,5.4732,120.7986,83.79,67,98,4.61,PH,1661118719
347,Tondon,10.3667,-13.35,73.2,97,100,0.81,GN,1661064258
348,São Filipe,14.8961,-24.4956,78.6,86,100,12.73,CV,1661066684
349,Simao,22.7886,100.9748,65.88,97,95,1.99,CN,1661122518
350,Korla,41.7597,86.1469,70.56,36,91,13.71,CN,1661124640
351,Upernavik,72.7868,-56.1549,40.46,76,34,7.2,GL,1661063803
352,Anapskaya,44.89,37.38,77.25,69,20,11.18,RU,1661136032
353,Guerrero Negro,27.9769,-114.0611,76.41,61,28,15.26,MX,1661087381
354,Meulaboh,4.1363,96.1285,75.79,86,100,4.27,ID,1661124707
355,Medicine Hat,50.0501,-110.6683,91.83,30,40,10.36,CA,1661084492
356,Dondo,-19.6094,34.7431,63.79,76,13,5.03,MZ,1661140661
357,Seyé,20.8333,-89.3667,87.96,60,60,9.71,MX,1661081910
358,Mărgău,46.75,22.9667,60.51,92,100,3.96,RO,1661139286
359,Ipixuna,-1.7625,-48.8043,80.4,66,96,3.91,BR,1661073400
360,Asău,46.4333,26.4,65.32,69,6,3.76,RO,1661138498
361,Creston,41.0586,-94.3614,78.76,57,0,5.75,US,1661081599
362,Aksu,41.1231,80.2644,71.51,41,100,2.93,CN,1661126114
363,Clyde River,70.4692,-68.5914,43.03,87,100,6.91,CA,1661068584
364,Husavik,66.0449,-17.3389,40.05,75,5,1.07,IS,1661058448
365,Puri,19.8,85.85,77.52,80,100,4.32,IN,1661126328
366,Itarema,-2.9248,-39.9167,78.3,73,79,14.83,BR,1661071327
367,Natal,-5.795,-35.2094,75.85,88,0,6.91,BR,1661070346
368,Salaverry,-8.2333,-78.9667,62.33,84,97,8.86,PE,1661080970
369,La Ronge,55.1001,-105.2842,72.41,42,97,4.43,CA,1661082420
370,Kampot,10.6167,104.1833,78.85,86,100,4.85,KH,1661122438
371,Tiznit Province,29.5833,-9.5,91.13,21,24,1.99,MA,1661148598
372,Kharitonovo,61.4009,47.4978,56.34,80,78,3.27,RU,1661130898
373,Srandakan,-7.9386,110.2506,73.35,89,100,3.85,ID,1661121931
374,Kodinsk,58.6881,99.1844,42.15,98,83,3.67,RU,1661119107
375,Purranque,-40.9167,-73.1667,50.29,91,62,2.82,CL,1661081648
376,Wagar,16.1525,36.2032,76.84,77,100,7.05,SD,1661138453
377,Vysokogornyy,50.1167,139.15,56.89,80,59,5.86,RU,1661110954
378,Mudon,16.2578,97.7164,76.37,96,100,11.45,MM,1661123682
379,Chui,-33.6971,-53.4616,48.6,83,88,4.38,UY,1661076354
380,Swellendam,-34.0226,20.4417,47.44,89,0,1.21,ZA,1661144984
381,Saint Anthony,45.0205,-93.218,83.28,49,40,12.66,US,1661080916
382,Zavyalovo,54.5053,82.4484,48.4,92,47,4.61,RU,1661123919
383,Bengkulu,-3.8004,102.2655,73.08,87,100,4.68,ID,1661123637
384,Sawākin,19.1059,37.3321,95.47,52,16,17.31,SD,1661138015
385,Kruisfontein,-34.0033,24.7314,44.89,76,0,4.47,ZA,1661143954
386,Mitsamiouli,-11.3847,43.2844,74.97,77,3,5.66,KM,1661138174
387,Roding,49.1964,12.5186,63.01,89,63,3.24,DE,1661141498
388,Polokwane,-23.9045,29.4688,45.28,76,0,4.88,ZA,1661142171
389,Sioux Lookout,50.1001,-91.917,77.32,41,11,5.75,CA,1661079980
390,Nago,26.5881,127.9761,86.45,78,70,7.78,JP,1661115794
391,Kharan,28.5833,65.4167,83.61,26,100,5.28,PK,1661130680
392,Opuwo,-18.0607,13.84,59.72,18,6,6.71,NA,1661145591
393,Ulladulla,-35.35,150.4667,54.77,53,92,12.08,AU,1661113900
394,Anori,-3.7728,-61.6442,80.76,53,63,1.41,BR,1661076584
395,Pierre,44.3683,-100.351,91.27,31,0,4.0,US,1661082700
396,Alofi,-19.0595,-169.9187,74.17,66,1,6.4,NU,1661103369
397,Vila,42.0304,-8.1588,56.28,78,9,4.7,PT,1661147263
398,Chabahar,25.2919,60.643,81.27,82,58,8.21,IR,1661132043
399,Ol'ga,43.7444,135.2892,67.44,66,83,0.2,RU,1661112637
400,Port Macquarie,-31.4333,152.9167,58.89,67,17,8.59,AU,1661113036
401,Marawi,7.9986,124.2928,72.39,86,85,3.71,PH,1661117749
402,Kahului,20.8947,-156.47,81.84,80,12,14.0,US,1661098014
403,Umeå,63.8284,20.2597,60.73,100,100,8.05,SE,1661136764
404,Caborca,30.5838,-111.101,80.02,62,73,3.0,MX,1661086487
405,Kurumkan,54.3,110.3,48.9,78,38,1.95,RU,1661117261
406,Ambilobe,-13.2,49.05,65.05,68,36,5.39,MG,1661136885
407,Santa Catarina de Tepehuanes,25.35,-105.7333,73.6,58,64,7.99,MX,1661085556
408,Huilong,31.8111,121.655,82.92,87,86,10.71,CN,1661116949
409,Acajutla,13.5928,-89.8275,83.79,76,77,6.33,SV,1661082437
410,Gwadar,25.1216,62.3254,81.32,77,94,3.15,PK,1661131650
411,Bahía Honda,22.9036,-83.1592,83.23,81,28,13.18,CU,1661080293
412,Najrān,17.4924,44.1277,80.69,52,100,8.48,SA,1661136476
413,Itaituba,-4.2761,-55.9836,81.9,53,98,2.68,BR,1661075252
414,Passy,45.9203,6.6877,67.82,85,43,3.06,FR,1661143291
415,Makakilo City,21.3469,-158.0858,88.12,46,0,16.11,US,1661098375
416,Namatanai,-3.6667,152.4333,82.44,70,68,6.08,PG,1661111592
417,Allanridge,-27.7543,26.6438,45.81,28,0,3.24,ZA,1661143081
418,Atikokan,48.7555,-91.6216,76.64,40,30,7.4,CA,1661080087
419,Pasni,25.2631,63.471,80.56,82,100,4.34,PK,1661131366
420,Ciocăneşti,44.6,25.85,75.47,65,85,5.48,RO,1661138833
421,Hualmay,-11.0964,-77.6139,63.37,79,14,12.12,PE,1661080795
422,New Ulm,44.3125,-94.4605,79.93,55,0,4.61,US,1661081292
423,Richards Bay,-28.783,32.0377,58.32,79,0,9.31,ZA,1661141852
424,Kumluca,36.3703,30.2869,80.78,75,35,0.18,TR,1661138535
425,Boloteşti,45.8333,27.0667,72.79,52,65,3.04,RO,1661138406
426,Avera,33.194,-82.5271,78.85,79,86,16.31,US,1661079432
427,Hamina,60.5697,27.1979,65.48,73,61,16.02,FI,1661135985
428,La Primavera,5.4906,-70.4092,73.92,84,72,5.32,CO,1661078210
429,Goba,7.0167,39.9833,52.43,84,100,3.96,ET,1661138034
430,Satipo,-11.2522,-74.6386,73.99,59,11,1.28,PE,1661080090
431,Flinders,-34.5833,150.8552,61.05,72,92,5.01,AU,1661113751
432,Pervoye Maya,56.164,44.7196,59.59,76,5,5.06,RU,1661132696
433,Te Anau,-45.4167,167.7167,44.4,92,95,0.43,NZ,1661110624
434,Lala,7.9745,123.7458,78.87,88,78,2.06,PH,1661117882
435,Kiryat Gat,31.61,34.7642,79.39,71,0,5.3,IL,1661137827
436,Shirvan,39.9509,48.8994,73.09,48,0,7.27,AZ,1661133756
437,Beipiao,41.7919,120.7792,68.13,95,100,6.15,CN,1661116319
438,Boyolangu,-8.1181,111.8935,72.66,93,63,2.51,ID,1661121546
439,Kintampo,8.0563,-1.7306,77.67,67,100,3.11,GH,1661061593
440,Safranbolu,41.2508,32.6942,68.54,86,1,1.43,TR,1661137526
441,Khonsa,27.0167,95.5667,69.55,95,28,2.26,IN,1661123547
442,Bogotol,56.2078,89.5342,45.37,97,80,4.29,RU,1661121918
443,Qui Nhon,13.7667,109.2333,79.47,81,100,4.94,VN,1661121056
444,Yulara,-25.2406,130.9889,57.76,36,0,2.21,AU,1661117901
445,Port Hedland,-20.3167,118.5667,55.45,58,0,5.75,AU,1661120594
446,Puerto Escondido,15.85,-97.0667,84.56,72,51,6.33,MX,1661084049
447,Udachny,66.4167,112.4,38.43,86,61,8.79,RU,1661113699
448,Lampang,18.3333,99.5,77.27,99,100,2.35,TH,1661123136
449,Palana,59.1167,159.9667,54.7,85,99,8.79,RU,1661104403
450,Hauterive,46.0901,3.4459,66.96,77,94,0.83,FR,1661144051
451,Chenzhou,25.8,113.0333,77.7,84,100,3.85,CN,1661119433
452,Berezovyy,51.6667,135.7,62.11,61,20,3.38,RU,1661111566
453,Kisanga,-7.4362,37.7034,70.07,75,81,3.33,TZ,1661139311
454,Artigas,-30.4,-56.4667,51.4,79,0,7.29,UY,1661076845
455,Poya,-21.35,165.15,72.64,85,99,10.89,NC,1661109478
456,Khovd,48.0056,91.6419,45.68,47,1,2.21,MN,1661122639
457,Gazli,40.1333,63.45,67.91,23,0,18.57,UZ,1661130244
458,Yerbogachën,61.2767,108.0108,48.7,98,100,6.17,RU,1661116380
459,Awjilah,29.1081,21.2869,78.3,68,0,12.39,LY,1661141239
460,Balakhninskiy,58.0106,114.2769,47.21,93,76,0.72,RU,1661115621
461,Alyangula,-13.8483,136.4192,69.67,78,0,3.44,AU,1661115959
462,Luganville,-15.5333,167.1667,79.68,70,49,10.4,VU,1661108673
463,Imelda,7.65,123.95,80.67,85,97,0.74,PH,1661117850
464,San Vicente,-26.6167,-54.1333,56.23,91,37,2.82,AR,1661076041
465,Flic en Flac,-20.2742,57.3631,67.51,72,3,9.71,MU,1661135273
466,Springbok,-29.6643,17.8865,51.73,33,0,6.15,ZA,1661145302
467,Paso de los Toros,-32.8167,-56.5167,48.36,67,71,4.72,UY,1661077024
468,Camabatela,-8.1881,15.375,64.42,73,65,4.81,AO,1661144707
469,Laguna,38.421,-121.4238,100.31,31,0,17.27,US,1661088341
470,Nānākuli,21.3906,-158.1547,89.55,43,0,11.5,US,1661098389
471,Manado,1.487,124.8455,81.37,78,40,4.61,ID,1661117951
472,Dakar,14.6937,-17.4441,82.53,83,40,2.3,SN,1661065003
473,Bulolo,-7.2,146.65,76.1,73,36,2.55,PG,1661113160
474,Biak,-0.9131,122.8766,75.54,88,86,6.49,ID,1661118545
475,Les Cayes,18.2,-73.75,83.07,76,46,4.7,HT,1661078317
476,Xinqing,48.2333,129.5,56.23,74,82,0.98,CN,1661113516
477,Rotenburg,53.1167,9.4,65.98,83,86,5.57,DE,1661141696
478,Verkhnevilyuysk,63.4453,120.3167,46.42,86,83,2.93,RU,1661112819
479,Zdvinsk,54.7021,78.661,47.53,88,44,5.61,RU,1661124796
480,Shache,38.4167,77.2406,70.72,47,99,1.1,CN,1661127086
481,Harper,4.375,-7.7169,76.66,78,67,7.83,LR,1661063224
482,Albanel,48.8832,-72.4487,71.74,83,100,2.06,CA,1661075465
483,Manavālakurichi,8.1333,77.3,77.18,85,52,13.69,IN,1661129020
484,Nishifukuma,33.7667,130.4667,84.29,84,25,2.62,JP,1661114686
485,Chern',53.4523,36.9145,63.68,46,100,13.0,RU,1661135032
486,Ormara,25.2088,64.6357,81.0,80,100,7.85,PK,1661131090
487,Otane,-39.8833,176.6333,62.01,69,100,1.81,NZ,1661107981
488,Maple Creek,49.9168,-109.4848,90.61,19,46,0.49,CA,1661084225
489,Rantepao,-2.9701,119.8978,67.62,87,41,0.83,ID,1661119364
490,San Lorenzo,-25.3333,-57.5333,61.83,69,0,5.84,PY,1661076777
491,Praia da Vitória,38.7333,-27.0667,71.76,88,35,5.28,PT,1661065654
492,Tamiahua,21.2667,-97.45,87.67,64,7,13.49,MX,1661083824
493,Cockburn Town,21.4612,-71.1419,83.52,75,6,19.24,TC,1661077497
494,Pochutla,15.7432,-96.4661,89.82,63,52,7.05,MX,1661083911
495,Maun,-19.9833,23.4167,55.99,48,0,9.33,BW,1661143399
496,Puerto del Rosario,28.5004,-13.8627,83.95,39,0,13.8,ES,1661149720
497,Vizovice,49.2229,17.8545,62.02,92,100,7.23,CZ,1661140212
498,Lázaro Cárdenas,17.9583,-102.2,86.99,62,53,11.43,MX,1661085160
499,Naco,31.3347,-109.9483,72.36,79,67,4.09,MX,1661086155
500,Prescott,34.54,-112.4685,79.16,50,40,14.97,US,1661086516
501,Xiongyue,40.1774,122.1228,69.1,93,100,12.03,CN,1661116149
502,Zaraza,9.3503,-65.3245,72.21,97,100,3.06,VE,1661076787
503,Abu Samrah,35.3029,37.1841,76.03,66,0,10.89,SY,1661136965
504,Melilla,35.2937,-2.9383,73.78,83,0,1.14,ES,1661146600
505,Shubarkuduk,49.1447,56.4872,64.56,38,12,10.36,KZ,1661130941
506,Rawson,-43.3002,-65.1023,48.99,73,17,28.57,AR,1661079930
507,Tocopilla,-22.092,-70.1979,59.68,70,21,4.43,CL,1661079621
508,Kysyl-Syr,63.8986,122.7617,45.99,73,76,7.81,RU,1661112091
509,Sur,22.5667,59.5289,88.12,64,97,3.83,OM,1661132481
510,Cabano,10.5869,122.7002,81.12,80,100,12.46,PH,1661117995
511,Grootfontein,-19.5667,18.1167,50.56,17,17,4.72,NA,1661144647
512,Paraná,-31.732,-60.5238,58.51,49,99,7.58,AR,1661077909
513,Takaka,-40.85,172.8,53.56,72,47,3.42,NZ,1661108982
514,Monticello,45.3055,-93.7941,82.78,51,9,4.07,US,1661081023
515,El Campo,29.1966,-96.2697,89.58,58,0,14.97,US,1661083025
516,Sabae,35.9465,136.185,81.41,81,1,4.07,JP,1661113140
517,Tabuk,17.4189,121.4443,75.9,89,100,2.73,PH,1661117921
518,Talnakh,69.4865,88.3972,42.21,80,93,5.84,RU,1661118049
519,Moree,-29.4667,149.85,53.42,80,56,9.33,AU,1661113641
520,Morant Bay,17.8815,-76.4093,81.72,77,95,9.13,JM,1661078974
521,Sun Prairie,43.1836,-89.2137,79.07,68,40,5.75,US,1661080151
522,Santa Rosa,14.3122,121.1114,82.11,90,100,5.82,PH,1661118175
523,Inta,66.0317,60.1659,63.28,72,95,9.57,RU,1661126414
524,Camacha,33.0833,-16.3333,69.22,83,40,11.5,PT,1661149987
525,Emmen,52.7792,6.9069,61.86,89,99,1.01,NL,1661142346
526,Lalibela,12.0333,39.0333,51.48,94,86,0.69,ET,1661137999
527,Phan Thiet,10.9333,108.1,76.48,89,100,5.59,VN,1661121481
528,Vertientes,21.2594,-78.1464,84.81,64,51,15.73,CU,1661079190
529,Ixtapa,20.7,-105.2,89.22,70,40,11.5,MX,1661085719
530,Kalmanka,52.8992,83.5433,53.08,96,96,2.59,RU,1661123913
531,Oddur,4.1213,43.8894,69.98,74,87,19.17,SO,1661137244
532,Nemuro,43.3236,145.575,65.08,89,38,5.1,JP,1661110210
533,Cabatuan,10.8794,122.486,76.23,89,100,5.32,PH,1661118031
534,Zhigansk,66.7697,123.3711,40.32,92,100,4.29,RU,1661110918
535,Kokkari,37.7764,26.8939,77.92,74,0,0.0,GR,1661139232
536,Gigmoto,13.7796,124.39,78.6,88,100,10.31,PH,1661117417
537,Santa Helena de Goiás,-17.8136,-50.5969,77.13,36,67,8.28,BR,1661074676
538,Igarka,67.4667,86.5833,39.65,87,73,8.84,RU,1661119475
539,Woodward,36.4337,-99.3904,70.83,83,40,0.0,US,1661083221
540,Tayshet,55.9342,98.0044,50.43,95,100,11.7,RU,1661119932
541,Calama,-22.4667,-68.9333,59.49,3,0,16.11,CL,1661079340
542,Arona,28.0996,-16.681,83.91,35,4,7.23,ES,1661150423
543,Yala,6.3333,101.25,74.48,87,100,2.84,TH,1661123366
544,Seia,40.4151,-7.7086,60.84,68,65,1.21,PT,1661147308
545,Theunissen,-28.411,26.7011,42.87,41,0,2.89,ZA,1661143108
546,Alice Springs,-23.7,133.8833,57.22,41,0,3.44,AU,1661117114
547,Victor Harbor,-35.5667,138.6167,54.0,90,23,1.01,AU,1661116757
548,Vanavara,60.34,102.2797,43.05,96,100,6.82,RU,1661117990
549,Rovinj,45.08,13.64,70.29,68,32,9.26,HR,1661141714
550,Atherton,53.5237,-2.4935,62.29,76,67,1.99,GB,1661144490
551,Tutóia,-2.7619,-42.2744,78.3,78,80,9.06,BR,1661071885
552,Velký Týnec,49.5499,17.3336,62.78,100,100,6.08,CZ,1661140295
553,Cradock,-32.1642,25.6192,50.09,29,0,4.79,ZA,1661143613
554,Rundu,-17.9333,19.7667,52.63,15,99,5.73,NA,1661144162
555,Dagana,16.5165,-15.5068,84.11,66,79,15.21,MR,1661064434
556,Kungurtug,50.5994,97.5228,34.66,93,54,1.14,RU,1661120889
557,Eskil,38.4017,33.4131,78.15,34,90,3.56,TR,1661137613
558,Surgut,61.25,73.4167,41.18,93,40,4.47,RU,1661124704
559,Coahuayana Viejo,18.7333,-103.6833,88.18,59,66,6.22,MX,1661085471
560,Atakpamé,7.5333,1.1333,71.35,87,32,2.19,TG,1661060934
561,Gijang,35.2442,129.2139,73.85,56,63,3.69,KR,1661114871
562,Samarai,-10.6167,150.6667,78.89,84,99,17.72,PG,1661112372
563,Aldan,58.6031,125.3894,47.52,82,100,1.88,RU,1661112826
564,Marsh Harbour,26.5412,-77.0636,83.93,73,2,13.8,BS,1661078595
565,Nanhai,30.1282,111.7784,83.86,63,95,11.41,CN,1661119442
566,Garoowe,8.4054,48.4845,73.22,72,38,24.99,SO,1661135921
567,Cabinda,-5.55,12.2,70.32,93,5,4.12,AO,1661145335
568,Savannah Bight,16.45,-85.85,84.02,75,37,14.38,HN,1661081322
569,Bilibino,68.0546,166.4372,60.39,62,85,4.0,RU,1661099992
570,Seafield,55.9667,-3.15,55.38,83,0,1.14,GB,1661144237
571,Tianpeng,30.9866,103.9393,77.18,85,80,5.61,CN,1661121263
572,Changji,44.0167,87.3167,66.99,39,0,6.71,CN,1661124131
